,noteUrl,nnn,publishAt,body
0,https://note.com/rochefort10/n/n8fcd7f4bff88,父親のPTA活動奮闘記 Vol #3 ~ ママさんのパソコン操作,2022-04-02T14:49:14+09:00,"PTA活動は、年に二度の会報作成と発行をやる「会報委員」の副委員長で始まった。ママさんメインのPTA活動で、自分の居所とか立ち位置あるんかな、と、ものすごく不安に思ってのスタートだったが、全くもって杞憂だった。それは、一瞬で決まった。

諸々のパソコン作業。

失礼な言い草なんだけど、ママさんたち、いわゆる「パソコン音痴」だらけ。断っておくが、決してけなしたり、バカにしているいる訳では、ない。普段使わないんだから、仕方ない。

おれは一応エンジニアで、業務で一日十時間くらいパ"
1,https://note.com/rochefort10/n/n95030bcf7753,父親のPTA活動奮闘記 Vol #2 ~ 黒一点,2022-03-27T19:43:04+09:00,"紅一点の反対語。あまりポピュラーな言葉ではないようだ。PTA活動は、典型的な「黒一点」の世界。

高校生になって以来三十年以上、男が圧倒的に多い集団で過ごしてきた。男が圧倒的に多い進学校で男子クラス。大学は工学部。そしてメーカーで研究開発部門。もう圧倒的に男性が多い環境で、職場なんかは男60人に秘書さん一人なんてこともあった。

PTAの集団は、それが一気に、逆。初の会合に行ったら、ママさん40人くらいに、男性は自分と、PTA会長（なぜか会長は男性なんですね）の、二人だけ。
"
2,https://note.com/rochefort10/n/n2b969b0624ee,父親のPTA活動奮闘記 ~ はじめに,2022-03-22T21:55:58+09:00,"卒業した。長男が高校を。同時に、父親のオレがPTA活動を。

三年前。訳あって、ヤツの高校のPTA活動を勤めざるを得なくなった。ヤツが中学校を卒業するまで、授業参観や面談、学校の行事には積極的に参加していたけど、PTAだけは、逃げ回ってていた。

そりゃそうだろう。そもそもママさんの世界だし。そのママさんだって疲弊するくらいの面倒臭い世界らしいし。とにかく、いい話を聞いたことがない。だから、ヤツの高校でやらざるを得なくなった時は、ホンマに戦々恐々だった。

先に言ってしまうと"
3,https://note.com/rochefort10/n/ne804db67a4c9,ソフトウェア開発201の鉄則 原理109:コーディング:原理100:構造化されたコードは必ずしもよいコードではない,2020-05-27T08:46:23+09:00,"要旨* 構造化プログラミングは、もともとは、プログラムの正しさをカンタンに確かめることができるように提唱されたものだ
* 今では、そのときに定義された条件分岐やサブルーチンなどを使うこと自体が構造化プログラミングと呼ぶようになった
* プログラムをわかりやすくする、という点で、構造化プログラミングは必要だ
* しかし、それは「高品質なプログラミング」の一部の要素であって、十分条件ではない

解説1969 年に、ソフトウェア工学ではしばしば名前の出てくるDikstra さんが提"
4,https://note.com/rochefort10/n/n5b06a2ed5edd,ソフトウェア開発201の鉄則 原理109:テスティング:自分のソフトウェアを自分でテストするな,2020-05-24T09:13:19+09:00,"要旨* デバッグやリグレッションテスト、確認のための単体テストといったもの以外の、本格的なテストをソフトウェア開発者は自分で行ってはならない
* テストというのは、バグが見つかって欲しくないと願う開発者に対し、バグを見つける、という行為なので、自分で行ったら正しくできるはずもないからだ
* そして、テスト担当者は、発見したバグを皆の前にさらして、開発者の面子を潰すようなことをしてはならない
* テスティングというのは、バグがでないことを期待する開発者に対し、精神的に追い打ちを"
5,https://note.com/rochefort10/n/n5d8b52151204,ソフトウェア開発201の鉄則 原理75:設計:保守が容易なように設計せよ,2020-05-23T10:25:27+09:00," 要旨*ソフトウェアで最もコストがかかる工程は、「保守」である
* なので、保守が容易となるように設計をせよ
* その方法に、一般的なものはない
* 例えば、基本構造の選択時に、アルゴリズムやコードの選択よりも保守性を重視する、といったことが挙げられる

解説ソフトウェア「以外の」製品、要するにハードウェアは、設計後最も費用がかかるのは、「生産」。なので、ハードウェア設計の際に一番考慮しなくてはならないのは、生産性。

ソフトウェアの場合、生産にはほとんど費用がかからない場合"
6,https://note.com/rochefort10/n/n5e1856d6dd89,ソフトウェア開発201の鉄則 原理126:コーディング:エラーを個人のものにするな,2020-05-22T09:36:14+09:00,"要旨* ソフトウェア開発というものは、本来は、人類未踏の「詳細さ」「完璧さ」を求める行動である
* なので、（間違いがつきものの人間である）開発者は、完璧さを求めるのではなく、エラーが発生することを前提に、継続的な改善ができるように努力すべきである
* そのためには、エラーが発生したら、それを隠すことなく、オープンにして皆で共有しよう
* それは開発者全員の知見に繋がり、継続的な改善の工場に繋がる

解説この原理、二つ、大事なことを言っている。

1. 間違いが一つもない、完"
7,https://note.com/rochefort10/n/n0e392f557dab,ソフトウェア開発201の鉄則 原理76:設計:エラー修正が容易なように設計せよ,2020-05-20T10:45:10+09:00,"要旨* どんなに経験を積んでも、ソフトウェア開発では必ずエラー（失敗）を起こすものだ
* なので、ソフトウェア設計には、エラー発生時にその発見と修正が容易となるような方法を組み込むこと
* その実現は難しいが、例えば、変数の正当性のチェックは端折らずすべてやるとか、不可能な条件を想定しその施策を机上で練る、といったことが挙げられる
＊システムの不具合を体系立てて分析し、未然の改善を助けるための「フォレストツリー解析」もその一助となるだろおう

解説人はどんなに習熟しても「エラ"
8,https://note.com/rochefort10/n/n4b1be23a5cf2,ソフトウェア開発201の鉄則 原理147:管理:非現実的な完成予定日を設定するな,2020-05-17T10:09:32+09:00,"要旨* 非現実的な納期(==無茶な計画）の設定は、社員の士気の低下、離職といった悪影響をもたらし、これらの発生によってさらに納期が遅れる、といった負のスパイラルを発生させる
* ソフトウェア開発のプロジェクトの大帝が、このような「きつい日程」の計画のもと進んでいるだろう
* そのような状況下での開発では、日程を間に合わせようとして品質の維持は後回しにされがちである
* いいことは一つもない、プロジェクトを成功させたいなら、無謀な納期の設定はするな

解説ほとんどのソフトウェア"
9,https://note.com/rochefort10/n/nea3f5513a02b,ソフトウェア開発201の鉄則 原理114:テスティング:半分のエラーは15%のモジュールで発見される,2020-05-16T08:45:40+09:00,"要旨* エラーの発生箇所は、システム全般で均一ではなく、大きく偏るものだ
* エラーの8割がモジュールの5割から見つかるとか、もっと極端に8割のエラーが2% のモジュールから見つかった実例もある
* エラーが見つかったところには、さらにエラーが見つかる確率が高い
* なので、モジュール毎のエラー発生箇所を記録せよ、それは、システムの欠陥位置や欠陥内容を特定するのに役立つ

解説パレートの法則「全体の数値の大部分は、全体の構成のうちの一部が生み出している」、ソフトウェアの世界で"
10,https://note.com/rochefort10/n/n2e9575689529,ソフトウェア開発201の鉄則:原理125:テスティング:エラーの原因を分析せよ,2020-05-15T09:03:14+09:00,"要旨* ソフトウェアでエラーが発生すると、その検出と修正には大きなコストがかかる
* なので、最初からエラーがないようにすることを目指すべきである
* その実現で有効な方法は、エラーが発生したときに、なぜそのエラーが発生したかの詳細を分析して明らかにし、それを開発者全員と共有することだ
* そうすれば、同じタイプのエラーが発生する確率は減るだろう

解説ここでいう「エラーの原因分析」とは、

「なぜエラーが発生したのか、そのエラーを防ぐにはどうしたらよかったのか」を突き止める"
11,https://note.com/rochefort10/n/n54d7e7e7768c,ソフトウェア開発201の鉄則 原理185:進化:ソフトウェアは変化し続ける,2020-05-14T10:25:48+09:00,"要旨* ソフトウェアのシステムは、使われれば使われるほど、追加機能や変更点が生まれてくるものだ
* なので、どんなソフトウェアでも、継続的な変更（＝＝変化）が発生するものだ
* その継続的な変化は、最初から作り直すまで、ずっと続く

解説「ずっと変化し続ける」というのは、「ずっと使われ続けている」ことの証でもある。変化に対応しなくてなならないコストと引き換えではあるが、喜ばしいことだ。

昔の組み込みソフトウェアでは、最終リリース版を、内容を書き換えることのできない「マスクR"
12,https://note.com/rochefort10/n/ne53c12bb9da0,ソフトウェア開発201の鉄則 原理138:管理人は思いもよらない動機で仕事をしている,2020-05-13T08:32:17+09:00,"要旨* 他人がどんな同期で仕事をしているかは人それぞれで、自分とは決して同じではない
* そして、人の動機付けになっていることを知るのは、むずかしい
* なので、管理者として開発者の動機づけのための行動も、難しい。ある人には効いても、ある人にはうまくいかないこともある
* 人の動機の内容をよく知るには、人の話をよく聞くことだ

解説実際に私の周囲にいたソフトウェア開発者に聞いた、「仕事の動機」を挙げてみる。

* モノづくりが好き
* 他人に出来ない専門的な技術を活かせること"
13,https://note.com/rochefort10/n/nd428e17f433a,ソフトウェア開発201の鉄則 原理111:テスティング: テスティングは結果の存在をあらわにするだけだ,2020-05-12T08:49:50+09:00,"要旨* テスティングは「欠陥を発見」するためのものである
* テスティングは、「欠陥がない」つまり「正しい」ことを証明するものでは、決して、ない
* テスティングを重ねた結果欠陥がない場合、「正しい確率」は確かにあがるが、それは「正しいことの証明」には決してならない
* 正しさを証明するのは、テスティングではない、別の手法が必要

解説「悪魔の証明」をご存知だろうか。ある事実・現象が「全く無い(無かった)」というような、照明するのが非常に困難な命題を証明することだ。

「ある"
14,https://note.com/rochefort10/n/n59b90ce1e98b,ソフトウェア開発201の鉄則 原理129:管理:読んだことのすべてを信じるな,2020-05-10T19:23:03+09:00,"背景* 人は、自分の信じることを支持する情報やデータを集めたがるものだ
* なので、「この手法で生産性は95% 上がる」といった情報は、その情報の発信人の支持するデータや情報で説明されていることがあるので、一意に信じてはいけない
* このような極端な意見は、実際にあったが例外的な事象であることがほとんどだ
* なので、見聞きした情報は、盲目的に信じるのではなく、きちんと裏を取ってから受け入れよう

解説まぁ、なんと。世の中、この手の情報が溢れていることよ。

この書籍が出版さ"
15,https://note.com/rochefort10/n/nbe35edeec6fe,ソフトウェア開発201の鉄則 原理128:管理:適切な解決策を用いよ,2020-05-09T19:52:31+09:00,"要旨* 技術の問題には、技術的な解決策が必要
* 管理の問題には、管理的な解決策が必要
* 政治の問題には、政治的な解決策が必要
* 問題に対して、適切な解決策を施そう。マッチしない解決策では決して解決しない

解説何か問題が起きたら、解決しようとする前に、問題を的確に捉えた上で、正しい、あるべき解決策は何か、をまず明確にするようにするといい。

仮に、それが非現実的でも、いい。まずは、「あるべき姿」を明確にしよう。

で、次に、現実その正しい解決策が取り得るか、を検討しよう"
16,https://note.com/rochefort10/n/n08b152e0c01d,ソフトウェア開発201の鉄則 原理92:コーディング: 人のことを第一に考えてプログラムを書け,2020-05-08T08:36:44+09:00,"要旨* コンピュータ誕生の初期は、そのパワーは貧弱でかつ高価だったので、ソフトウェア開発は、リソースを効率的に使うような、数行の命令でさえ削るようなアプローチが重視された
* が、技術が進化した今、その価値観は変化した。重視すべきはソフトウェアを「開発」「保守」「機能拡張」することである
* そのためには、最初のソフトウェア開発者は、後の保守を行う開発者のことを重視しなくてはならない
* そのためには、リソースを効率的に使うのも大事だが、それと同じくらい、プログラムの「読みや"
17,https://note.com/rochefort10/n/nb3514b49dc89,ソフトウェア開発201の鉄則 原理107:テスティング: テスト項目を要求項目と関係づけよ,2020-05-06T10:18:25+09:00,"要旨* 「テスト項目」は、対応する「要求項目」に紐付けして管理せよ
*  テスト項目が要求項目をどの程度カバーしているか、どの要求項目に対するテストが実行済みかがわかり、そして、要求項目の優先度がそのままテストの優先度になるからである
* その紐付けやテスト実行結果を記した一覧表を作成して管理しよう

解説テストコードは、おそらくほとんどの開発者が「機能」「性能」に対して書くだろう。なので、テスト項目は、ソフトウェアが持つ機能や性能と紐付けられる。

ある面、これは正しい。た"
18,https://note.com/rochefort10/n/n226fd33ef476,ソフトウェア開発201の鉄則 原理94:コーディング: 速くする前に正しいものにせよ,2020-05-05T10:25:45+09:00,"要旨* ソフトウェアを「早く動かす」のと「正しく動かす」のは、早く動かす方がずっとカンタンだ
* だが、最初に達成すべきは「正しく動かす」ことなので、それを優先させよ
* ソフトウェアの開発は、大抵は日程に追われてプレッシャーがかかる状態で進むものだ
* そのような中、正しく動くソフトウェアが予定通りできたら、それは祝福するに値することだ

解説*「正しく動く」までは、早く動かすためのことは一切気にせず、正しく動かすことに注力せよ

* 正しく動くようになってから、早く動かす"
19,https://note.com/rochefort10/n/n8b4b33c5ea39,ソフトウェア開発201の鉄則 原理52:要求:	どの要求項目にも識別に番号を付けよ,2020-05-04T10:13:16+09:00,"要旨* 要求仕様書の各項目は、後から容易に辿れるようにしておこう
* 後の工程の設計時に、要求項目を追跡をすることが多々あるからである
* 要求項目に固有の識別番号をつけるとか、予約語（shall とかmust とか）を用いた検索結果で索引を作るといったことが方法として挙げられる

解説整理をしてナンバリングをするとか、索引をつけるといった、読みやすい、後から辿りやすい文章を作成しておいて、今だったら、「リンクを設けよう」ということになるだろうか。

要求仕様書をはじめとした"
20,https://note.com/rochefort10/n/nb1a059fb5ff8,ソフトウェア開発201の鉄則 原理65:設計:カプセル化せよ,2020-05-02T11:14:53+09:00,"要旨* 情報隠蔽(Information Hiding) は、ソフトウェアのテスト、保守をカンタンにする手段である
* 隠すべき情報としては、データ構造・内容、アルゴリズムや設計の内部情報といった、あるモジュールを使う相手にとって「直接関係のない、必要のない」ものが挙げられる
* 情報隠蔽をすることにより、不具合発生時に欠陥として想定される箇所がぐっと少なくなる
* この情報隠蔽の手段を提供するのが「カプセル化」である

解説いきなり「情報隠蔽」という、ただならぬ言葉が出てく"
21,https://note.com/rochefort10/n/n44d585d15f24,ソフトウェア開発201の鉄則 原理134:管理:部下を信頼せよ,2020-05-01T15:57:37+09:00,"要旨* 部下を信頼すれば、信頼するに足る仕事をする。信頼しなければ、信頼されていないだけの仕事しかしない
* お互いの信頼関係は、うまく管理し生産性を高めるには必要不可欠なものである
* 部下の頼みは可能な限り受け入れよう、そして「いいヤツ」になろうとしよう
* それは、突発的に部下にタスクをお願いするような状況になった時に役に立つものだ

解説管理の原則なので、マネージャが「部下に対して」という話だが、開発者にとっては「プロジェクトメンバ」とか「チームメイト」だろう。

お"
22,https://note.com/rochefort10/n/n895b9682e99d,ソフトウェア開発201の鉄則 原理51:要求:簡明に書け,2020-04-30T09:31:57+09:00,"要旨＊要求仕様書は、わかりやすい文章で書こう

解説やばい。頭いたい（笑

この原理の例。

「目標追跡機能は、すべての動いている目標の当該地点での追跡座標を画面上に表示する能力を備えなければならない」

わかりやすくした例。

「追跡に関して、システムはすべてのアクティブな目標の現在の位置を画面上に表示しなければならない」

確かに。前者は、何言ってるんだか、わからない。

簡潔な文章で書くには、訓練が必要。いくつも、伝わりやすい文章の書き方を指南してくれるサイトがあるので"
23,https://note.com/rochefort10/n/n5447186e2bb3,ソフトウェア開発201の鉄則  原理95:コーディング:コードを仕上げる前にコメントを加えよ,2020-04-29T09:24:00+09:00,"要旨* プログラム実行を与えないことを理由に、ソースコード中にコメントを書かないプログラマがいる
* が、ソースコードのコメントは、後に容易にデバッグ、テスト、保守、進化をさせるのに役立つものだ
* なので、コーディング中には、こまめにコメントを書き加えよう

解説これは、ほとんどのソフトウェア開発者が、わかっていることだろう。頭では。

それでも、どうしても手間が先に立ち、億劫になってしまうものだ。ソースコードは書かなければ、所望の動きにならないから端折れない。一方、コメン"
24,https://note.com/rochefort10/n/nd12f9fdb5392,ソフトウェア開発201の鉄則 原理50:要求:要求に優先順位をつけよ,2020-04-28T06:04:28+09:00,"要旨* 複数の要求項目は、全て平等ではありえない
* なので、要求項目に優先順位をつけよう
* 仕様書の各項目に優先度を明記する欄を設け、Mandatory / Desired / Optional といった優先度がわかる表記をしよう

解説この原理では、宇宙船システムに搭載する「インスタント・ドリンク」と「生命維持装置」が要件の例として上がっている。どちらが重要かは一目瞭然。

流石に、「優先順位をつける」こと自体は、ソフトウェア開発の現場に深く浸透しているようだ。あまり、"
25,https://note.com/rochefort10/n/ncc30956903e1,ソフトウェア開発201の鉄則 原理105:コーディング: プログラムの体裁を整えよ,2020-04-27T08:42:38+09:00,"要旨* プログラムの読みやすさ、理解しやすさは、インデントを整えることで大きく改善される
* コーディングルールを適用しよう。どれを選んでもいいが、決めたら一貫して使おう
* 一貫性のないインデントもよくないが、さらに、「間違った」インデントは理解の間違いなどの悪影響を及ぼす
* 整ったインデント、見てインデントの状態がわかりやすいエディタ、ツールを活用せよ

解説if 文のような分岐があるもののロジックを、ソースコードを眺める開発者は、コードの開始位置、つまりインデント位置"
26,https://note.com/rochefort10/n/nc567193f41e6,ソフトウェア開発201の鉄則 原理43:要求:なぜこの要求項目が含まれたかを記憶せよ,2020-04-26T09:50:48+09:00,"要旨* 要件は、いくつもの活動が積み増さなって決定されるものだ
* そのようないくつもの活動と、その結果を、一つの要件の背景として記録すること 
* 後に要件変更が発生した時に、その要件を決定するに至った過程と整合性をとルためである
* 決定のために参照した文献へのポインタ、議論の議事録といったものを記録すること。これが、一つの「進化する」要件のために必要な活動である

解説「あれ、これ、誰が決めたんだけ？」と後から首を捻る要件、ありますね。

この原理の「要求」の項目にいく"
27,https://note.com/rochefort10/n/nf1afbbf6adb6,ソフトウェア開発201の鉄則 原理42:要求:プロトタイプはユーザー・インタフェース選択のリスクを減らす,2020-04-22T09:17:47+09:00,"要旨* ユーザ・インターフェイス(UI) の要件具体化には、プロトタイプが最適だ
* 実際にプログラムを書かなくとも、画面遷移だけ示すだけで充分。「電子紙芝居」を作って見せよう
* これは、要求を明らかにすることに加え、顧客、ユーザへのアピールにも役立つ

解説ユーザ・インタフェースは「見えるもの」だ。なので、「見せよう」。そういう話と考えれば、いい。

描画ツール、レイアウト作成のツールは無数にある。PowerPoint でも充分だろう。

モバイルアプリを作ったときは、ユ"
28,https://note.com/rochefort10/n/nf28076006389,ソフトウェア開発201の鉄則 原理40:要求:要求について今できることは何でもやれ,2020-04-20T09:07:52+09:00,"要旨* 要求、要件定義は、理解しづらく、難しいものである
* だからといって、要件定義をいいかげんにやったら、後に必ず痛い目にあう
* なので、要求について理解したり、明快したりするための行動は、今すぐなんでもやり、得たものは要求仕様書にまとめよ
* 決まらないなら、後の変更を想定した柔軟な計画にしてもよい

解説要求は理解するのが難しく、規定するのも難しい。

この一文につきる。

要求は顧客、ターゲットとの密なコミュニケーションを要するステージ。つまり、「人」が相手といっ"
29,https://note.com/rochefort10/n/nc7f744847e7b,ソフトウェア開発201の鉄則  原理101:コーディング:深い入れ子を作ってはいけない,2020-04-18T09:14:44+09:00,"要旨* if文を入れ子（ネスティング、nesting) すると、論理構造はシンプルになる
* が、入れ子の段数（深さ）を3以上にすると、理解しにくくなる
* 入れ子の深さを減らすための技法を適用しよう

解説良いコーディングの基本原則「読みやすい」。ネスティングも、ある段数以上いくと、論理構造を追跡するのが途端に難しくなる。それに、エディターの右に寄って見づらくなる、というのもある。

その段数は、いろんな文献や意見を見ると「3段」のようだ。

ネストを減らすための技法は、こ"
30,https://note.com/rochefort10/n/ne8eec3586514,ソフトウェア開発201の鉄則  原理41:要求:いますぐ要求仕様書の誤りを直せ,2020-04-16T10:29:33+09:00,"要旨* 要求仕様の誤りは、発見するのが遅れれば遅れるほど、高い代償を払うことになる
* 誤りが設計段階まで残っていたら、それを修正するのに5倍のコスト、コーディングまで残っていたら10倍、テスティングまで残っていたら20倍、、といった具合
* なので、気づいたら、先送りせず、今すぐ修正にかかれ

解説問題は、仮にそれが軽微なものだったとしても、先送りすればするほど、大ごとになる可能性が高い。

ソフトウェアの開発でも、同じこと。工程の後のほうで判明したら、その前の、前の前の工"
31,https://note.com/rochefort10/n/nbc9d0f037ab6,ソフトウェア開発201の鉄則 原理37:責任をとれ,2020-04-15T10:39:53+09:00,"要旨* 工学分野では、設計が失敗したときは技術者が避難される
* が、ソフトウェア工学の分野では、めったに開発者は避難されない
* 技術者としての責任範囲を全うすること
* 採用した手法、管理者、日程のせいにしてはいけない

解説「ソフトウェア工学の分野では、めったに開発者は避難されない」

ホンマかなぁ。マネージャがマネジメントとしての責任を全うせずに、技術者のせいにするシーン、たくさん見かけたけどなぁ。

ちなみに、良く言われる原則。

うまくいかなかったときは、最大の要"
32,https://note.com/rochefort10/n/n82100eeddf61,ソフトウェア開発201の鉄則 原理36:研究がおわってからの技術移転はうまくいかない,2020-04-15T10:15:41+09:00,"要旨* ソフトウェアの研究成果で、実際に役に立ったのは、ごくわずかなのが現実だ
* うまくいかないのは、研究者が経験がないとか、研究者と開発者で使う語彙が違うといったことに起因する
* 研究から現場への技術移転で成功した事例は、研究開始の当初から現場と密な連携から生まれている
* 現場は、研究のアイディアを、完成してからでなく、途中で確かめるためのもの、とくらいに考えるとうまくいくだろう

解説ソフトウェアに限らず、工学の分野は、上流から

研究⇒開発⇒事業⇒保守・運用

と"
33,https://note.com/rochefort10/n/nb729e84c25cf,ソフトウェア開発201の鉄則 原理35:一般:同じ概念には同じ言葉を使え,2020-04-14T09:05:56+09:00,"要旨* 同じ概念、同じ意味を表す言葉は、常に同じものを使うべきである
* 文章構造もしかり。同じ表現には同じ構造を用いるべき
* 例えば、「2つのタイプ」と書いたあとに、「4つの形」と書くのではなく、4つの「タイプ」と書くべきである
* 要求仕様書、設計文書、コメントといったすべての文書にこれを適用すべきである

解説ダメな例、ここにあります（苦笑

このシリーズ、ソフトウェア開発者といったり、技術者といったり、エンジニアといったりしている。

違うものを指すののであれば仕方"
34,https://note.com/rochefort10/n/n7300cc433481,ソフトウェア開発201の鉄則 原理34:一般:どの文書にも索引が必要だ,2020-04-13T13:28:45+09:00,"要旨* ドキュメントには、文中に使用されている用語と、それらが使われている場所を示すリストである「索引」が必要である
* 読み手からしたら当然だが、作成者はそのことを忘れがちである
* ドキュメント中の情報の素早い検索、後の保守運用には索引は必須である
* 文章作成ツールの索引作成機能を有効に活用しよう

解説原理33「どの文書にも用語集が必要だ」と、言いたいことは一緒だろう。

読み手のことを考えて文書を作成しよう。

実は一度も自分が作成したドキュメントの索引を作成したこ"
